Attrition_Flag,Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
True,1,3,0,3,1,3,2447.0,1973,0.476,4784,0.562,0.806,0,1,0,0,1,0,0,0
True,1,0,0,6,1,2,3022.0,1627,0.835,4390,0.783,0.538,0,1,0,0,1,0,0,0
True,1,3,0,5,1,3,4473.0,0,0.543,4047,0.75,0.0,0,1,0,0,1,0,0,0
True,1,5,0,4,6,4,5267.0,0,0.631,4196,0.588,0.0,0,0,0,1,1,0,0,0
True,0,3,3,6,2,4,7199.0,1274,0.639,4552,0.786,0.177,0,0,1,0,1,0,0,0
True,1,3,0,3,4,2,1438.3,0,0.584,4497,0.612,0.0,0,1,0,0,1,0,0,0
False,1,99,0,5,3,2,3245.0,0,0.553,1977,0.261,0.0,0,0,1,0,1,0,0,0
True,1,99,1,4,3,4,3888.0,2517,0.641,4377,0.725,0.647,0,0,1,0,1,0,0,0
True,1,99,99,3,2,2,14728.0,0,0.708,4660,0.735,0.0,0,1,0,0,1,0,0,0
False,1,1,1,4,3,2,1438.3,0,0.406,1986,0.486,0.0,0,0,1,0,1,0,0,0
False,0,99,1,2,3,2,11272.0,1744,0.347,1455,0.214,0.155,0,0,1,0,1,0,0,0
True,1,3,0,4,3,3,2705.0,1681,0.577,4265,0.776,0.621,0,0,0,1,1,0,0,0
True,0,3,3,4,2,4,12270.0,0,0.543,4578,0.811,0.0,0,1,0,0,1,0,0,0
True,1,0,0,6,1,4,3006.0,633,0.733,5177,0.65,0.211,0,0,1,0,1,0,0,0
True,0,0,3,6,2,4,7901.0,1184,0.863,3667,0.784,0.15,0,0,1,0,1,0,0,0
True,0,1,3,3,3,2,5983.0,1885,0.601,4141,0.711,0.315,0,0,1,0,1,0,0,0
True,0,2,1,6,3,2,7362.0,1907,0.693,4065,0.711,0.259,0,0,1,0,1,0,0,0
True,0,5,3,6,3,3,3046.0,2415,0.492,3153,0.583,0.793,0,0,1,0,1,0,0,0
True,0,0,4,3,1,1,34516.0,1871,0.356,4054,0.364,0.054,0,1,0,0,1,0,0,0
False,1,5,99,1,3,3,12972.0,1424,0.525,2238,0.2,0.11,0,1,0,0,1,0,0,0
True,1,3,99,3,1,1,17785.0,1259,0.806,3890,1.118,0.071,0,0,1,0,1,0,0,0
True,0,1,4,6,3,4,3029.0,1505,0.56,2394,0.471,0.497,0,0,1,0,1,0,0,0
True,0,3,99,4,2,2,9097.0,1656,0.813,4174,0.7,0.182,1,0,0,0,1,0,0,0
True,1,0,0,6,1,4,1438.3,0,0.827,4488,0.826,0.0,0,0,1,0,1,0,0,0
True,0,0,3,3,1,3,2375.0,1163,0.917,4769,0.905,0.49,0,0,0,1,1,0,0,0
False,1,3,0,5,2,2,8109.0,0,0.601,1835,0.344,0.0,0,0,0,1,1,0,0,0
True,1,4,1,5,1,0,2618.0,2026,0.669,4198,0.619,0.774,0,0,1,0,1,0,0,0
True,1,0,99,3,2,1,3549.0,0,0.584,3921,0.8,0.0,0,1,0,0,1,0,0,0
True,0,3,0,4,2,1,2718.0,1474,0.71,3542,0.639,0.542,0,0,1,0,1,0,0,0
True,1,3,0,6,1,2,2230.0,1796,0.637,4929,0.488,0.805,0,1,0,0,1,0,0,0
False,1,2,0,3,3,4,3802.0,1300,0.627,2165,0.385,0.342,0,0,1,0,1,0,0,0
True,1,0,0,6,2,3,2736.0,993,1.06,4078,0.977,0.363,0,1,0,0,1,0,0,0
True,1,1,0,3,2,1,2258.0,1250,0.611,4368,0.596,0.554,0,1,0,0,1,0,0,0
False,1,3,0,5,3,2,1438.3,0,0.885,2492,0.296,0.0,0,1,0,0,1,0,0,0
False,0,99,0,4,2,3,2954.0,2517,0.619,1909,0.474,0.852,0,0,1,0,1,0,0,0
True,0,3,3,6,3,2,11882.0,1472,0.413,3291,0.722,0.124,0,1,0,0,1,0,0,0
True,1,0,0,5,3,4,1438.3,0,0.929,4205,0.66,0.0,0,1,0,0,1,0,0,0
True,1,3,0,6,2,2,1438.3,538,0.675,4093,0.659,0.374,0,0,1,0,1,0,0,0
True,1,5,0,4,2,2,2778.0,743,0.812,4515,0.51,0.267,0,0,1,0,1,0,0,0
True,1,1,0,3,5,4,2474.0,1539,0.649,4884,0.509,0.622,0,1,0,0,1,0,0,0
True,1,99,1,6,3,4,5632.0,1596,0.951,3557,1.065,0.283,0,0,1,0,1,0,0,0
False,1,3,99,1,2,4,11025.0,0,0.501,1902,0.273,0.0,0,0,1,0,1,0,0,0
True,1,3,0,3,3,3,2642.0,2377,0.829,4780,0.725,0.9,0,0,1,0,1,0,0,0
True,0,3,3,5,6,3,30357.0,1255,0.788,4435,0.889,0.041,0,1,0,0,1,0,0,0
True,1,0,0,6,6,1,2201.0,1420,0.762,4256,0.591,0.645,1,0,0,0,1,0,0,0
False,1,99,0,1,0,4,2002.0,0,0.803,2423,0.857,0.0,0,1,0,0,1,0,0,0
True,1,1,99,3,3,2,8777.0,2517,0.696,4551,0.729,0.287,0,0,0,1,1,0,0,0
False,1,99,0,3,3,4,2575.0,411,0.833,2423,0.593,0.16,0,0,1,0,1,0,0,0
True,1,4,1,3,3,4,5182.0,1607,0.874,5235,0.586,0.31,0,0,1,0,1,0,0,0
True,0,0,2,3,3,2,3783.0,0,0.59,4383,0.783,0.0,0,1,0,0,1,0,0,0
True,0,0,4,3,5,3,34516.0,0,0.922,3847,0.805,0.0,0,1,0,0,1,0,0,0
True,1,1,0,2,1,4,1515.0,0,0.819,3894,0.818,0.0,0,0,0,1,1,0,0,0
True,1,1,0,6,3,4,2865.0,2022,0.547,3441,0.65,0.706,0,1,0,0,1,0,0,0
True,1,3,1,6,2,1,2711.0,0,0.636,4795,1.031,0.0,0,0,1,0,1,0,0,0
True,1,99,0,3,2,3,2341.0,1550,0.656,3406,1.478,0.662,0,0,1,0,1,0,0,0
True,0,1,3,6,1,3,13287.0,1864,0.603,3851,0.705,0.14,0,0,1,0,1,0,0,0
True,1,3,0,5,1,3,1438.3,0,0.896,4530,0.636,0.0,0,1,0,0,1,0,0,0
False,0,1,1,4,3,4,1639.0,0,0.481,2242,0.571,0.0,0,0,0,1,1,0,0,0
True,0,3,2,3,1,4,5668.0,2517,0.704,3382,0.931,0.444,0,1,0,0,1,0,0,0
False,0,0,4,3,4,4,24542.0,2354,0.314,984,0.263,0.096,0,0,1,0,1,0,0,0
True,1,3,0,6,3,1,1959.0,1268,0.731,4275,0.649,0.647,0,1,0,0,1,0,0,0
False,1,0,0,3,2,4,1838.0,0,0.743,2461,1.136,0.0,0,0,1,0,1,0,0,0
False,1,3,0,5,2,4,3111.0,2517,0.646,2367,0.519,0.809,0,0,0,1,1,0,0,0
True,1,1,0,4,3,3,3927.0,720,0.63,4230,0.898,0.183,0,0,1,0,1,0,0,0
True,1,0,0,5,1,1,4345.0,838,0.593,4770,0.722,0.193,0,1,0,0,1,0,0,0
True,1,3,0,5,2,2,3003.0,1454,0.595,4378,0.548,0.484,0,0,0,1,1,0,0,0
False,1,1,0,4,3,2,1438.3,544,0.543,2294,0.739,0.378,0,0,1,0,1,0,0,0
True,0,0,2,6,3,1,2541.0,1053,0.926,4552,0.745,0.414,0,0,1,0,1,0,0,0
False,1,0,0,5,3,2,2422.0,1014,0.688,2437,0.467,0.419,0,0,1,0,1,0,0,0
False,1,0,0,1,2,4,1440.0,1211,0.465,2141,0.481,0.841,0,0,1,0,1,0,0,0
True,0,2,3,6,3,0,26108.0,1146,0.476,3677,0.892,0.044,0,0,1,0,1,0,0,0
False,1,0,0,3,2,4,2516.0,2312,0.625,2321,0.5,0.919,0,0,1,0,1,0,0,0
False,1,5,1,4,3,2,3646.0,1047,0.633,1969,0.52,0.287,1,0,0,0,1,0,0,0
True,1,0,1,6,1,2,2214.0,2123,0.64,4478,0.791,0.959,0,0,1,0,1,0,0,0
True,0,2,3,5,3,3,11862.0,0,0.52,4101,0.66,0.0,0,0,1,0,1,0,0,0
True,1,2,99,3,1,4,8729.0,1427,0.829,5347,0.524,0.163,0,1,0,0,1,0,0,0
True,1,0,99,3,1,1,2423.0,0,0.663,4651,0.568,0.0,0,0,1,0,1,0,0,0
False,1,0,0,5,3,2,4073.0,2517,0.575,2059,0.433,0.618,1,0,0,0,1,0,0,0
True,0,3,0,5,2,4,9916.0,0,0.793,3477,0.667,0.0,0,1,0,0,1,0,0,0
True,1,3,0,4,2,4,1438.3,949,0.736,4222,0.667,0.66,0,1,0,0,1,0,0,0
True,0,2,3,3,3,3,6452.0,1151,0.884,4835,0.714,0.178,0,1,0,0,1,0,0,0
False,1,5,0,5,3,1,1952.0,1411,0.642,2452,0.63,0.723,0,0,1,0,1,0,0,0
True,1,0,0,6,5,4,1438.3,647,0.889,4803,0.684,0.45,0,1,0,0,1,0,0,0
True,1,5,99,3,2,2,4500.0,0,0.761,4579,0.814,0.0,0,0,1,0,1,0,0,0
True,1,1,0,4,1,2,2252.0,1811,0.68,4201,1.125,0.804,0,0,1,0,1,0,0,0
True,1,0,0,3,2,3,2370.0,2031,0.889,4000,0.975,0.857,0,0,1,0,1,0,0,0
True,1,1,1,3,2,2,2610.0,1988,0.576,4127,0.533,0.762,0,0,1,0,1,0,0,0
True,1,99,0,3,3,3,2294.0,1787,0.748,3904,0.854,0.779,0,1,0,0,1,0,0,0
True,1,3,99,4,3,4,5062.0,1659,0.836,4243,0.672,0.328,1,0,0,0,1,0,0,0
True,1,99,0,5,2,2,2415.0,1452,0.609,3970,0.619,0.601,0,1,0,0,1,0,0,0
True,1,1,0,3,3,3,2918.0,2049,0.501,3818,0.605,0.702,0,0,1,0,1,0,0,0
True,1,3,0,5,1,4,2708.0,2271,0.61,4812,0.766,0.839,0,0,1,0,1,0,0,0
True,1,1,0,5,1,4,3666.0,1739,0.779,4735,0.826,0.474,0,1,0,0,1,0,0,0
True,1,1,1,3,3,1,1438.3,0,0.71,4591,0.644,0.0,0,1,0,0,1,0,0,0
False,1,1,0,3,3,4,1438.3,0,0.387,1587,0.448,0.0,0,1,0,0,1,0,0,0
False,1,0,99,4,3,3,2809.0,0,0.854,2466,0.538,0.0,1,0,0,0,1,0,0,0
True,0,3,3,5,2,4,26303.0,2376,0.583,3586,0.914,0.09,0,1,0,0,1,0,0,0
True,0,3,3,6,2,3,15982.0,0,0.687,4503,0.667,0.0,0,0,1,0,1,0,0,0
True,1,3,99,6,2,1,25060.0,0,0.758,3749,0.743,0.0,0,1,0,0,1,0,0,0
True,1,1,1,6,3,2,1545.0,751,0.551,4477,0.59,0.486,0,0,1,0,1,0,0,0
True,1,3,0,6,2,2,1438.3,604,0.771,4469,0.932,0.42,0,0,1,0,1,0,0,0
True,0,4,2,4,3,4,4112.0,1128,0.587,4446,0.667,0.274,0,0,0,1,1,0,0,0
True,1,3,0,3,3,0,1451.0,0,0.5,3866,0.714,0.0,0,1,0,0,1,0,0,0
True,1,3,99,5,3,2,16424.0,1368,0.55,4025,0.881,0.083,0,0,1,0,1,0,0,0
True,1,0,0,5,3,4,2340.0,1680,0.791,4751,0.804,0.718,0,1,0,0,1,0,0,0
True,1,3,0,5,3,4,1926.0,879,0.536,4385,0.614,0.456,0,1,0,0,1,0,0,0
False,0,4,1,3,2,4,2954.0,931,0.575,2433,0.381,0.315,0,1,0,0,1,0,0,0
False,1,1,1,4,3,2,1848.0,0,0.906,2775,0.435,0.0,0,1,0,0,1,0,0,0
True,1,99,99,5,1,4,1634.0,1463,0.873,4397,0.565,0.895,0,1,0,0,1,0,0,0
True,1,0,0,4,1,4,4328.0,2058,0.835,3421,1.033,0.476,0,0,1,0,1,0,0,0
True,1,1,0,6,3,3,2943.0,2131,0.597,4554,0.562,0.724,0,1,0,0,1,0,0,0
True,1,99,0,4,3,3,2611.0,1573,0.902,4899,0.581,0.602,0,1,0,0,1,0,0,0
True,1,3,0,5,1,3,2419.0,0,0.762,3888,0.853,0.0,0,0,1,0,1,0,0,0
True,1,3,1,5,2,2,5481.0,0,0.784,3380,0.78,0.0,0,1,0,0,1,0,0,0
True,1,99,0,4,1,1,2129.0,1507,0.636,3655,0.667,0.708,0,0,1,0,1,0,0,0
True,0,99,2,6,2,4,9026.0,2312,0.561,2229,0.762,0.256,0,1,0,0,1,0,0,0
True,0,99,1,5,2,2,1761.0,1249,0.936,4410,0.622,0.709,0,0,0,1,1,0,0,0
False,0,0,0,1,3,4,3316.0,0,0.372,1684,0.188,0.0,0,1,0,0,1,0,0,0
False,1,5,99,6,4,3,1970.0,1477,0.662,2493,0.571,0.75,0,0,1,0,1,0,0,0
True,1,1,0,6,3,1,1438.3,0,0.921,4200,0.536,0.0,0,1,0,0,1,0,0,0
True,1,0,99,3,3,1,2278.0,1303,0.645,5101,0.617,0.572,0,1,0,0,1,0,0,0
True,0,99,1,6,2,4,13364.0,1318,1.063,4548,0.862,0.099,0,0,1,0,1,0,0,0
True,0,3,2,5,2,2,2801.0,2467,0.701,4926,0.731,0.881,0,0,1,0,1,0,0,0
True,0,3,99,6,3,1,28292.0,0,0.542,3948,0.538,0.0,0,0,1,0,1,0,0,0
True,1,2,0,3,3,4,2933.0,1011,0.814,5089,0.868,0.345,0,1,0,0,1,0,0,0
True,0,3,3,6,3,2,21630.0,0,0.804,4584,0.75,0.0,0,1,0,0,1,0,0,0
True,1,99,0,4,1,2,3132.0,2230,0.78,4412,0.659,0.712,0,1,0,0,1,0,0,0
True,1,1,1,4,3,4,2961.0,2048,0.913,4056,0.769,0.692,0,1,0,0,1,0,0,0
False,1,3,99,3,3,2,4173.0,1771,0.711,2554,0.516,0.424,0,1,0,0,1,0,0,0
True,1,1,99,4,3,2,2458.0,642,0.666,4627,0.698,0.261,0,0,1,0,1,0,0,0
True,0,2,2,5,3,4,12229.0,997,0.811,4284,0.596,0.082,0,1,0,0,1,0,0,0
True,1,3,0,3,1,1,2272.0,604,0.987,4614,0.974,0.266,0,1,0,0,1,0,0,0
True,0,0,4,3,2,4,6953.0,1445,0.591,3700,0.569,0.208,0,1,0,0,1,0,0,0
True,1,2,1,3,6,2,1792.0,933,0.821,4120,0.773,0.521,0,1,0,0,1,0,0,0
True,1,5,0,3,2,2,2765.0,901,0.898,4990,0.905,0.326,0,0,1,0,1,0,0,0
False,1,99,0,6,2,3,2895.0,0,0.663,2473,0.273,0.0,0,1,0,0,1,0,0,0
True,1,0,0,3,1,4,6904.0,1148,0.649,3485,0.615,0.166,0,0,1,0,1,0,0,0
False,0,1,1,5,3,3,2220.0,0,0.872,2859,0.833,0.0,0,1,0,0,1,0,0,0
True,1,1,0,5,2,2,1495.0,0,0.802,3878,0.703,0.0,0,1,0,0,1,0,0,0
True,1,99,0,5,2,3,2541.0,1398,0.635,4698,0.833,0.55,0,1,0,0,1,0,0,0
True,1,3,99,6,1,2,7531.0,0,1.007,3833,0.578,0.0,0,0,1,0,1,0,0,0
True,1,4,99,5,2,1,8644.0,1391,0.896,4272,0.686,0.161,0,0,0,1,1,0,0,0
True,1,2,1,6,3,1,1531.0,0,0.704,4152,0.54,0.0,0,0,1,0,1,0,0,0
True,1,3,0,3,3,4,2884.0,2104,0.857,4486,0.86,0.73,0,1,0,0,1,0,0,0
False,1,99,99,4,3,2,10241.0,1545,0.581,2513,0.424,0.151,0,0,1,0,1,0,0,0
True,1,4,1,3,1,4,4182.0,0,0.853,4693,0.608,0.0,0,0,1,0,1,0,0,0
False,1,3,0,3,2,4,3101.0,0,0.66,2512,0.37,0.0,0,0,1,0,1,0,0,0
True,1,0,0,5,4,2,4542.0,1355,0.48,4011,0.556,0.298,0,0,1,0,1,0,0,0
True,1,2,0,4,2,4,3372.0,2517,0.729,4209,0.756,0.746,0,0,1,0,1,0,0,0
True,0,3,2,3,1,2,3099.0,0,0.72,3622,0.667,0.0,1,0,0,0,1,0,0,0
True,1,1,99,3,1,2,2416.0,1305,0.93,4163,0.698,0.54,1,0,0,0,1,0,0,0
True,1,0,0,3,2,4,5299.0,578,0.931,4509,0.717,0.109,0,1,0,0,1,0,0,0
True,1,3,0,3,1,4,2138.0,1283,0.645,4785,0.518,0.6,0,0,1,0,1,0,0,0
False,1,99,0,6,2,4,1850.0,896,0.724,2613,0.708,0.484,0,1,0,0,1,0,0,0
True,1,2,1,4,3,3,3585.0,0,0.782,4806,0.653,0.0,0,0,0,1,1,0,0,0
True,1,0,1,6,1,3,2690.0,1903,0.824,4567,0.8,0.707,0,1,0,0,1,0,0,0
True,0,3,3,5,3,2,29100.0,1228,0.722,5041,0.805,0.042,0,0,0,1,1,0,0,0
False,0,0,1,4,5,4,2699.0,2422,0.773,2599,0.433,0.897,0,0,1,0,1,0,0,0
True,0,1,3,6,2,1,8376.0,1165,0.888,4142,0.634,0.139,0,1,0,0,1,0,0,0
True,0,99,1,4,3,1,13509.0,2060,0.729,3702,0.829,0.152,0,0,1,0,1,0,0,0
True,1,3,0,4,2,4,2396.0,2217,0.978,4593,0.721,0.925,0,1,0,0,1,0,0,0
True,0,5,3,5,3,3,18964.0,2207,0.625,3835,0.625,0.116,0,1,0,0,1,0,0,0
True,1,3,0,3,2,2,2114.0,1618,0.664,4518,0.692,0.765,0,1,0,0,1,0,0,0
True,1,0,0,5,3,4,1623.0,729,0.886,4423,0.806,0.449,0,0,1,0,1,0,0,0
True,1,1,0,6,2,1,2579.0,1959,0.618,4300,0.683,0.76,1,0,0,0,1,0,0,0
False,0,3,2,5,2,4,5045.0,2080,0.738,2042,0.481,0.412,0,0,1,0,1,0,0,0
False,1,3,0,4,3,4,2089.0,0,0.871,2707,0.5,0.0,0,1,0,0,1,0,0,0
True,1,0,1,4,1,3,2866.0,921,0.654,4615,0.6,0.321,0,1,0,0,1,0,0,0
True,0,99,3,6,6,3,9738.0,1835,0.763,4816,0.885,0.188,0,1,0,0,1,0,0,0
True,0,5,2,5,1,1,4370.0,0,0.791,4326,0.721,0.0,0,1,0,0,1,0,0,0
True,0,99,3,6,2,3,3355.0,1878,0.725,4578,0.953,0.56,0,0,1,0,1,0,0,0
True,1,1,1,4,2,2,5070.0,0,0.67,4193,0.811,0.0,0,0,1,0,1,0,0,0
True,1,3,0,4,2,0,2572.0,1161,0.569,4315,0.518,0.451,0,1,0,0,1,0,0,0
True,1,3,0,4,2,3,2016.0,978,0.736,4379,0.95,0.485,0,0,1,0,1,0,0,0
False,1,3,0,4,2,2,3552.0,2517,0.865,2665,0.333,0.709,0,0,0,1,1,0,0,0
False,1,99,0,6,3,3,2325.0,238,0.64,2306,0.621,0.102,0,0,1,0,1,0,0,0
True,1,1,0,3,1,4,2533.0,2136,0.757,3197,1.174,0.843,0,0,0,1,1,0,0,0
True,1,1,1,5,3,2,3871.0,2055,0.824,5480,0.933,0.531,0,0,1,0,1,0,0,0
False,1,3,0,5,1,5,3983.0,431,0.887,3098,0.438,0.108,0,0,1,0,1,0,0,0
True,1,3,99,6,2,3,2035.0,1883,0.955,4802,0.604,0.925,0,1,0,0,1,0,0,0
True,1,0,0,4,3,4,1773.0,1539,0.893,4087,0.762,0.868,0,0,1,0,1,0,0,0
True,1,0,0,6,2,4,2029.0,1377,0.838,4014,0.686,0.679,1,0,0,0,1,0,0,0
False,0,1,4,6,3,2,15490.0,0,0.742,2429,0.471,0.0,0,0,1,0,1,0,0,0
True,1,0,1,6,2,2,2941.0,1619,0.9,5000,0.673,0.55,0,0,1,0,1,0,0,0
True,1,3,0,3,1,2,2314.0,1547,0.804,4678,1.0,0.669,0,0,0,1,1,0,0,0
False,1,0,0,5,2,1,4212.0,2517,0.718,2725,0.519,0.598,0,0,1,0,1,0,0,0
True,0,3,3,6,3,3,6248.0,1493,0.597,4664,0.579,0.239,0,1,0,0,1,0,0,0
True,0,1,1,3,1,1,2430.0,974,0.677,4344,0.596,0.401,1,0,0,0,1,0,0,0
True,0,99,3,5,2,3,5543.0,1372,0.744,5266,0.795,0.248,0,0,1,0,1,0,0,0
True,1,3,1,4,3,2,2470.0,2013,0.97,4384,1.0,0.815,0,1,0,0,1,0,0,0
True,1,5,1,5,3,1,3255.0,603,0.617,4045,0.824,0.185,0,0,1,0,1,0,0,0
False,1,99,1,4,3,5,1691.0,1327,0.774,2345,0.435,0.785,0,1,0,0,1,0,0,0
False,0,5,2,3,2,4,18229.0,0,0.544,2060,0.625,0.0,0,0,0,1,1,0,0,0
True,1,0,99,3,4,4,2827.0,1182,0.902,4583,1.0,0.418,0,0,1,0,1,0,0,0
True,1,3,0,4,2,4,2351.0,2127,0.703,4278,0.821,0.905,1,0,0,0,1,0,0,0
True,1,3,0,6,1,3,4202.0,2201,0.714,4385,0.66,0.524,0,1,0,0,1,0,0,0
True,1,1,0,6,3,2,4712.0,0,0.84,4216,0.64,0.0,0,1,0,0,1,0,0,0
True,0,0,3,4,3,1,2611.0,787,0.298,2955,0.6,0.301,0,0,1,0,1,0,0,0
True,1,99,0,6,2,1,3206.0,2459,0.696,3852,0.625,0.767,0,0,1,0,1,0,0,0
True,1,1,0,4,2,3,5245.0,802,0.504,3648,0.574,0.153,0,0,1,0,1,0,0,0
True,0,1,2,6,2,1,2583.0,0,0.781,4162,0.812,0.0,0,1,0,0,1,0,0,0
True,1,3,99,4,3,3,1438.3,755,0.62,4222,0.744,0.525,0,0,0,1,1,0,0,0
True,0,4,4,4,2,4,7464.0,2517,0.9,4348,0.879,0.337,0,1,0,0,1,0,0,0
True,1,3,99,6,1,2,4928.0,1805,0.641,4767,0.698,0.366,0,1,0,0,1,0,0,0
True,1,3,0,4,2,4,9863.0,686,0.581,3068,0.933,0.07,1,0,0,0,1,0,0,0
True,1,2,0,6,1,3,5024.0,2209,0.66,4908,0.659,0.44,0,0,0,1,1,0,0,0
True,1,0,0,4,1,3,1438.3,0,0.801,4287,0.667,0.0,0,0,1,0,1,0,0,0
False,1,3,1,6,3,3,1452.0,0,0.553,2287,0.5,0.0,0,1,0,0,1,0,0,0
True,1,0,99,5,5,2,3317.0,1041,0.923,4264,1.027,0.314,0,1,0,0,1,0,0,0
False,1,3,0,1,3,3,1438.3,811,0.571,2336,0.278,0.564,0,0,1,0,1,0,0,0
True,1,1,0,4,2,4,2448.0,1740,0.901,4087,0.841,0.711,0,0,1,0,1,0,0,0
True,1,99,0,4,2,4,1546.0,0,0.793,4496,0.66,0.0,0,0,1,0,1,0,0,0
False,1,3,1,1,3,1,2013.0,0,0.602,2425,0.923,0.0,0,0,1,0,1,0,0,0
True,1,0,1,6,1,2,2293.0,1460,0.658,4436,0.542,0.637,0,1,0,0,1,0,0,0
True,0,0,2,3,1,1,1438.3,512,0.776,4791,0.708,0.356,0,0,1,0,1,0,0,0
False,1,99,0,3,3,3,2819.0,0,0.4,2128,0.444,0.0,0,1,0,0,1,0,0,0
True,0,5,2,6,3,0,1702.0,1018,0.645,4301,0.72,0.598,0,0,1,0,1,0,0,0
True,1,99,1,5,1,1,1611.0,938,0.601,4087,0.911,0.582,0,1,0,0,1,0,0,0
True,1,99,1,4,1,1,1438.3,0,0.618,4348,0.646,0.0,0,1,0,0,1,0,0,0
True,1,99,0,5,3,0,2863.0,1940,0.823,4985,0.636,0.678,0,0,1,0,1,0,0,0
True,1,0,1,4,1,4,3272.0,2323,1.123,4763,0.593,0.71,0,1,0,0,1,0,0,0
True,1,99,0,6,1,4,2677.0,2517,0.609,3911,0.81,0.94,0,0,1,0,1,0,0,0
True,1,0,0,3,2,1,2708.0,0,0.572,4277,0.636,0.0,0,1,0,0,1,0,0,0
True,1,5,0,4,2,1,1738.0,0,0.654,4220,0.889,0.0,0,0,1,0,1,0,0,0
True,1,0,1,6,2,1,6145.0,1349,0.971,4893,0.824,0.22,0,0,0,1,1,0,0,0
True,1,1,0,4,1,3,1640.0,999,0.811,4597,0.878,0.609,0,1,0,0,1,0,0,0
True,1,3,99,5,1,3,2348.0,1028,0.469,5125,0.578,0.438,0,0,1,0,1,0,0,0
True,1,99,0,5,1,2,1657.0,0,0.664,4068,0.622,0.0,0,1,0,0,1,0,0,0
True,1,3,99,5,3,3,4554.0,780,0.658,4816,0.588,0.171,0,1,0,0,1,0,0,0
True,0,2,4,5,6,3,5119.0,1972,0.835,5146,0.956,0.385,0,0,0,1,1,0,0,0
True,1,2,99,6,2,2,10600.0,598,0.843,4586,0.929,0.056,0,0,1,0,1,0,0,0
False,0,4,3,2,3,4,20769.0,901,0.371,1835,0.72,0.043,0,0,0,1,1,0,0,0
True,0,0,4,5,2,1,7116.0,981,0.858,4748,0.735,0.138,0,1,0,0,1,0,0,0
True,1,3,99,4,3,4,2420.0,2379,0.741,4348,0.955,0.983,0,0,1,0,1,0,0,0
True,1,1,0,5,2,4,2082.0,805,1.049,4383,0.875,0.387,0,0,1,0,1,0,0,0
True,1,5,0,5,2,2,2718.0,1718,0.679,4423,0.619,0.632,0,0,0,1,1,0,0,0
True,0,1,2,6,2,4,5626.0,778,1.009,4957,1.049,0.138,0,0,1,0,1,0,0,0
False,1,3,1,6,4,2,2920.0,0,0.516,2306,0.625,0.0,1,0,0,0,1,0,0,0
False,0,4,3,5,4,2,6526.0,489,0.678,2331,0.452,0.075,0,1,0,0,1,0,0,0
False,1,1,1,4,2,2,1793.0,792,0.723,2374,0.429,0.442,0,0,1,0,1,0,0,0
True,1,99,0,4,1,4,2798.0,1963,0.805,4255,0.561,0.702,0,0,1,0,1,0,0,0
True,1,1,0,6,3,4,2427.0,1581,0.694,3857,0.816,0.651,1,0,0,0,1,0,0,0
True,1,0,1,4,1,1,3011.0,2138,0.565,4439,0.875,0.71,0,1,0,0,1,0,0,0
True,1,2,99,6,2,4,2255.0,1769,0.767,4717,0.804,0.784,0,1,0,0,1,0,0,0
False,1,1,99,6,3,4,6479.0,0,0.946,2539,0.5,0.0,0,0,1,0,1,0,0,0
True,1,3,0,5,1,4,7492.0,1399,0.533,3668,0.675,0.187,1,0,0,0,1,0,0,0
True,1,99,0,6,1,3,3632.0,1294,0.924,4339,0.686,0.356,0,1,0,0,1,0,0,0
True,1,1,0,5,1,3,1744.0,0,0.702,4811,0.686,0.0,0,0,1,0,1,0,0,0
True,1,3,99,5,3,1,5905.0,2248,0.728,4042,0.86,0.381,0,1,0,0,1,0,0,0
True,1,3,1,4,1,4,2573.0,1280,0.718,4289,0.841,0.497,0,0,1,0,1,0,0,0
True,0,99,3,4,3,2,9654.0,2035,0.648,4221,0.634,0.211,0,1,0,0,1,0,0,0
True,0,3,1,4,2,2,1605.0,0,0.637,4418,0.659,0.0,0,0,0,1,1,0,0,0
False,1,99,0,1,2,2,10195.0,2389,0.427,1563,0.44,0.234,0,0,1,0,0,0,0,1
True,0,2,2,5,3,1,34516.0,1255,0.731,3847,0.698,0.036,0,0,1,0,0,1,0,0
False,0,3,2,5,3,3,10573.0,0,0.794,2237,0.387,0.0,0,0,1,0,1,0,0,0
True,1,2,0,4,3,3,1789.0,1088,0.683,4191,0.525,0.608,0,0,1,0,1,0,0,0
True,1,99,99,3,3,2,7595.0,1032,1.035,4080,0.8,0.136,0,0,1,0,1,0,0,0
True,0,2,1,4,3,0,3272.0,1896,0.725,4220,0.897,0.579,0,0,1,0,1,0,0,0
True,1,3,0,6,1,3,2382.0,1565,0.73,4011,0.838,0.657,0,0,1,0,1,0,0,0
True,0,4,3,6,4,1,1981.0,1448,0.723,4639,0.743,0.731,0,1,0,0,1,0,0,0
True,0,4,4,4,2,2,22294.0,0,0.647,3444,0.614,0.0,0,0,1,0,1,0,0,0
